game,platform,release_date,metascore,userscore,developer,genre,num_critic_reviews,num_user_rating
The Amazing Spider-Man 2,PlayStation 4,2014/04/29,49,5.2,Beenox,"Action, Action Adventure, General, General, Open-World",44,319
Daylight,PlayStation 4,2014/04/29,48,4.6,Zombie Studios,"Horror, Action Adventure, Horror, Survival",27,106
The Amazing Spider-Man 2,Xbox One,2014/04/29,46,5,Beenox,"Action, Action Adventure, General, General, Open-World",12,74
Gardening Mama 2: Forest Friends,3DS,2014/04/29,43,NA,Racjin,"Simulation, Strategy, General, Virtual, Career",7,NA
Rambo: The Video Game,PlayStation 3,2014/04/29,23,1.8,Teyon,"Action, General",11,103
Dark Souls II,PC,2014/04/25,91,7.2,From Software,"Action RPG, Role-Playing, Action RPG",36,2997
NES Remix 2,Wii U,2014/04/25,73,8,indieszero,"Miscellaneous, General, Party / Minigame",36,59
The Blackwell Epiphany,PC,2014/04/24,83,7.7,Wadjet Eye Games,"General, General, Adventure, Point-and-Click",14,84
Endless Legend,PC,2014/04/24,82,8,Amplitude Studios,"Strategy, Turn-Based, General, 4X",37,554
FRACT OSC,PC,2014/04/22,75,6.1,Phosfiend Systems,"Miscellaneous, Puzzle, General, Puzzle, Puzzle, General",25,30
"Batman: Arkham Origins - Cold, Cold Heart",Xbox 360,2014/04/22,71,8,WB Games Montreal,"Action Adventure, Fantasy, Open-World",9,50
Demon Gaze,PlayStation Vita,2014/04/22,70,8.6,Experience Inc.,"General, Role-Playing, First-Person, General, Japanese-Style, Western-Style",38,111
Octodad: Dadliest Catch,PlayStation 4,2014/04/22,69,6.7,Kevin Zuhn,"Modern, Adventure, 3D, Third-Person, Modern",31,125
Cel Damage HD,PlayStation 4,2014/04/22,58,6.1,Finish Line Games,"Simulation, Driving, Racing, Vehicle, Kart, Combat",11,38
SoulCalibur: Lost Swords,PlayStation 3,2014/04/22,38,2,Bandai Namco Games,"Action, Fighting, 3D",9,90
Out of the Park Baseball 15,PC,2014/04/21,89,7.2,NA,"Sports, Traditional, Team, Baseball, Sim",8,58
The Last Federation,PC,2014/04/18,72,6.9,"Arcen Games, LLC","Strategy, Turn-Based, Sci-Fi, General",9,42
Wargame: Red Dragon,PC,2014/04/17,78,7.9,Eugen Systems,"Strategy, Real-Time, Historic, Tactics",19,210
Life Goes On,PC,2014/04/17,73,7.3,Infinite Monkeys,"Platformer, 2D, Action, Platformer, 2D",17,32
Broken Sword 5: The Serpents' Curse - Part II,PC,2014/04/17,72,7.6,Revolution Software,"Adventure, General, Point-and-Click",20,59
Nintendo Pocket Football Club,3DS,2014/04/17,65,7.7,ParityBit,"Sports, Traditional, Soccer, Arcade",29,31
Bit Boy!! Arcade,3DS,2014/04/17,53,3.8,Bplus,"Action, General, General",7,18
Trials Fusion,PC,2014/04/16,80,7,RedLynx,"Driving, Racing, Arcade, Motorcycle, Automobile, Street, Street",12,114
Trials Fusion,Xbox One,2014/04/16,80,7.1,RedLynx,"Driving, Racing, Arcade, Motorcycle, Automobile, Street, Street",28,173
Trials Fusion,PlayStation 4,2014/04/15,79,7.1,RedLynx,"Driving, Racing, Arcade, Motorcycle, Automobile, Street, Street",51,307
2014 FIFA World Cup Brazil,Xbox 360,2014/04/15,74,4.8,EA Canada,"Sports, Traditional, Team, Soccer, Sim",29,102
2014 FIFA World Cup Brazil,PlayStation 3,2014/04/15,73,4.8,EA Canada,"Sports, Traditional, Team, Soccer, Sim",33,103
Dead Nation,PlayStation Vita,2014/04/15,68,7.8,NA,"Action, Shooter, Third-Person, Shoot-'Em-Up, Modern, Top-Down",14,98
Conception II: Children of the Seven Stars,PlayStation Vita,2014/04/15,62,7.1,"Spike, Spike Chunsoft","Role-Playing, Console-style RPG, Japanese-Style",24,105
Conception II: Children of the Seven Stars,3DS,2014/04/15,62,7.7,"Spike, Spike Chunsoft","Role-Playing, Console-style RPG, Japanese-Style",11,43
Dead Effect,PC,2014/04/15,59,6.1,Dykast Lubomir,"Action, Adventure, General, Shooter, First-Person, Arcade",8,43
Moebius: Empire Rising,PC,2014/04/15,54,6.1,Pinkerton Road Studio,"Adventure, General, Point-and-Click",40,121
Final Fantasy XIV Online: A Realm Reborn,PlayStation 4,2014/04/14,86,7.4,Square Enix,"Fantasy, Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",35,732
Disney Magical World,3DS,2014/04/11,71,7.5,h.a.n.d. Inc.,"Simulation, Miscellaneous, General, Virtual, Virtual Life",27,26
Football Manager Classic 2014,PlayStation Vita,2014/04/11,67,7.3,Sports Interactive,"Sports, Traditional, Soccer, Management",25,31
Warlock 2: The Exiled,PC,2014/04/10,73,7.1,"Paradox Interactive, 1C:Ino-Co, Ino-Co Plus","Strategy, Turn-Based, Fantasy, 4X",22,88
The Wolf Among Us: Episode 3 - A Crooked Mile,Xbox 360,2014/04/09,77,7.9,Telltale Games,"Action Adventure, Adventure, General, Fantasy, Point-and-Click",13,58
Titanfall,Xbox 360,2014/04/08,83,6.1,Bluepoint Games,"Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade",21,400
The Wolf Among Us: Episode 3 - A Crooked Mile,PC,2014/04/08,82,8.3,Telltale Games,"Fantasy, Action Adventure, Adventure, General, Fantasy, Point-and-Click",38,311
LEGO The Hobbit,PlayStation 4,2014/04/08,72,6.6,TT Games,"Historic, Action Adventure, General, Fantasy",47,112
LEGO The Hobbit,Xbox One,2014/04/08,69,7,TT Games,"Historic, Action Adventure, General, Fantasy",20,41
Strike Suit Zero: Director's Cut,PlayStation 4,2014/04/08,68,6.5,Born Ready Games,"Action, Simulation, Flight, Combat",27,60
Strike Suit Zero: Director's Cut,Xbox One,2014/04/08,67,5.6,Born Ready Games,"Action, Simulation, Flight, Combat",17,56
King Oddball,PlayStation 4,2014/04/08,64,5.4,"10tons Ltd, 10tons","Miscellaneous, Puzzle, Action",10,41
Kinect Sports Rivals,Xbox One,2014/04/08,60,5,Microsoft Game Studios,"General, Sports, General",53,147
Broforce,PC,2014/04/07,83,8,Free Lives,"Platformer, 2D, Action, Platformer, 2D",32,339
The Elder Scrolls Online,PC,2014/04/04,71,5.7,ZeniMax Media,"First-Person, Role-Playing, First-Person, Massively Multiplayer Online, Massively Multiplayer, Fantasy",64,2672
Call of Duty: Ghosts - Devastation,Xbox One,2014/04/03,70,5.7,Infinity Ward,"Action, Shooter, First-Person, Modern, Arcade",8,26
MLB 14: The Show,PlayStation 3,2014/04/01,81,6.7,SCEA San Diego Studios,"Sports, Traditional, Team, Baseball, Sim, Sim",26,77
Mercenary Kings,PlayStation 4,2014/04/01,70,5.8,Tribute Games,"Action, General, General, Shooter, Scrolling, Shoot-'Em-Up, Vertical, Horizontal",25,229
Goat Simulator,PC,2014/04/01,62,6.6,Coffee Stain Studios,"Adventure, Simulation, General",39,967
Batman: Arkham Origins Blackgate - Deluxe Edition,Xbox 360,2014/04/01,62,7.5,Armature Studio,"Action, Action Adventure, General, Platformer, Fantasy,",9,27
Ragnarok Odyssey ACE,PlayStation 3,2014/04/01,61,6.6,Game Arts,"Role-Playing, Action RPG, Action RPG",9,17
Batman: Arkham Origins Blackgate - Deluxe Edition,PC,2014/04/01,60,6,Armature Studio,"Action, Action Adventure, General, Platformer, Fantasy,",7,76
Batman: Arkham Origins Blackgate - Deluxe Edition,PlayStation 3,2014/04/01,60,6.5,Armature Studio,"Action, Action Adventure, General, Platformer, Fantasy,",11,31
Steins;Gate,PC,2014/03/31,87,8.8,M2,"First-Person, Modern, Adventure, General, Visual Novel",9,370
Age of Wonders III,PC,2014/03/31,80,8,Triumph Studios,"Strategy, Turn-Based, Fantasy, General, Fantasy",35,618
Shadowrun Chronicles: Boston Lockdown,PC,2014/03/31,61,7,"Cliffhanger Productions, Cliffhanger Productions","General, Strategy, Adventure, Turn-Based, General, Tactics",21,54
Platformines,PC,2014/03/28,67,6.8,Magiko Gaming,"Action, Action Adventure, Platformer, Open-World, 2D",10,6
Galactic Civilizations III,PC,2014/03/27,81,7,Stardock,"Strategy, Turn-Based, General, 4X",31,253
Fez,PlayStation 4,2014/03/25,90,6.4,"Polytron Corp., BlitWorks","Action, Platformer, Platformer, 2D, 2D",17,576
Diablo III: Reaper of Souls,PC,2014/03/25,87,6.6,Blizzard Entertainment,"Action RPG, Role-Playing, Action RPG",75,1712
BioShock Infinite: Burial at Sea - Episode Two,Xbox 360,2014/03/25,84,8.6,Irrational Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",7,160
BlazBlue: Chrono Phantasma,PlayStation 3,2014/03/25,83,7.6,Arc System Works,"Fighting, 2D, Action, Fighting, 2D",16,74
SMITE,PC,2014/03/25,83,8,Hi-Rez Studios,"Role-Playing, Strategy, Real-Time, Massively Multiplayer Online, Fantasy, MOBA, MOBA",18,948
ETHER One,PC,2014/03/25,82,6.5,White Paper Games,"General, Adventure, General, 3D, First-Person",20,53
BioShock Infinite: Burial at Sea - Episode Two,PC,2014/03/25,80,8.5,Irrational Games,"Shooter, Sci-Fi, Action, Shooter, First-Person, Sci-Fi, Arcade",34,636
Deception IV: Blood Ties,PlayStation 3,2014/03/25,70,8.2,Koei Tecmo Games,"General, Strategy, General",19,28
Dynasty Warriors 8: Xtreme Legends Complete Edition,PlayStation 4,2014/03/25,69,7.2,Omega Force,"Action, Miscellaneous, Beat-'Em-Up, Compilation, 3D",30,147
Deception IV: Blood Ties,PlayStation Vita,2014/03/25,67,7.4,Koei Tecmo Games,"Action Adventure, Modern, Strategy, General",19,54
Destiny of Spirits,PlayStation Vita,2014/03/25,66,7,Q Entertainment,"Action, General, Strategy, Turn-Based, General, Fantasy",13,41
The Witch and the Hundred Knight,PlayStation 3,2014/03/25,53,7.3,Nippon Ichi Software,"Role-Playing, Action RPG, Action RPG",44,85
Escape Goat 2,PC,2014/03/24,76,7.6,MagicalTimeBean,"Action, Miscellaneous, Puzzle, Platformer, 2D",11,24
inFamous: Second Son,PlayStation 4,2014/03/21,80,8,Sucker Punch,"Sci-Fi, Action Adventure, Sci-Fi, Open-World",90,4049
YAIBA: NINJA GAIDEN Z,PC,2014/03/21,49,5.9,"Spark Unlimited, comcept","Action Adventure, General, Horror, Survival, Linear",7,49
Yumi's Odd Odyssey,3DS,2014/03/20,74,7.7,NA,NA,NA,NA
Cloudbuilt,PC,2014/03/20,72,7.6,Coilworks,"Action, General",17,37
Pokemon Battle Trozei,3DS,2014/03/20,70,7.3,Genius Sonority Inc.,"Miscellaneous, Puzzle, Matching",23,42
Men of War: Assault Squad 2,PC,2014/03/20,68,6.4,"1C, 1C Entertainment","Strategy, Real-Time, Military, General, Military",17,139
Pure Chess,Wii U,2014/03/20,61,7.4,VooFoo Studios,"Miscellaneous, Board Games, Board / Card Game",8,19
Lichdom: Battlemage,PC,2014/03/19,69,6.8,"Xaviant Games, Xaviant","Role-Playing, Action Adventure, First-Person, Linear, Western-Style",22,179
Final Fantasy X / X-2 HD Remaster,PlayStation Vita,2014/03/18,86,8.4,Virtuos,"Miscellaneous, Compilation",14,411
Final Fantasy X / X-2 HD Remaster,PlayStation 3,2014/03/18,85,8.3,Virtuos,"Role-Playing, Miscellaneous, Console-style RPG, Compilation, Compilation",50,502
Luftrausers,PlayStation Vita,2014/03/18,83,7.4,Vlambeer,"Action, General, Shooter, Shoot-'Em-Up, Top-Down",17,95
SteamWorld Dig,PlayStation 4,2014/03/18,82,7.3,Image & Form,"Action, Action Adventure, General, Platformer, 2D,",18,194
Luftrausers,PlayStation 3,2014/03/18,80,7.3,Vlambeer,"General, Action, General, Shooter, Shoot-'Em-Up, Top-Down",16,53
Luftrausers,PC,2014/03/18,80,7,Vlambeer,"General, Action, General, Shooter, Shoot-'Em-Up, Top-Down",45,94
Metal Gear Solid V: Ground Zeroes,Xbox One,2014/03/18,76,5.7,Kojima Productions,"Action Adventure, General, Modern, Open-World",13,395
Metal Gear Solid V: Ground Zeroes,PlayStation 4,2014/03/18,75,6.4,Kojima Productions,"Action Adventure, General, Modern, Open-World",70,1518
Dead Rising 3: The Last Agent,Xbox One,2014/03/18,51,4.3,Capcom Vancouver,"Action, Action Adventure, General, Open-World",7,26
Yaiba: Ninja Gaiden Z,Xbox 360,2014/03/18,50,5.5,"Spark Unlimited, comcept","Horror, Action Adventure, General, Horror, Survival, Linear",20,49
Yaiba: Ninja Gaiden Z,PlayStation 3,2014/03/18,43,4.6,"Spark Unlimited, comcept","Horror, Action Adventure, General, Horror, Survival, Linear",46,98
Deus Ex: The Fall,PC,2014/03/17,45,3.4,Square Enix,"Action, Shooter, First-Person, Sci-Fi, Arcade",14,194
Yoshi's New Island,3DS,2014/03/14,64,6.1,Arzest,"Action, Platformer, 2D",71,200
Cube Tactics,3DS,2014/03/13,62,NA,Fun Unit Inc,"Action, General",8,NA
Dark Souls II,Xbox 360,2014/03/11,91,7.9,From Software,"Action RPG, Role-Playing, Action RPG",30,1255
Dark Souls II,PlayStation 3,2014/03/11,91,8.2,From Software,"Action RPG, Role-Playing, Action RPG",69,1458
Hearthstone: Heroes of Warcraft,PC,2014/03/11,88,5.7,Blizzard Entertainment,"Card Battle, Strategy, Miscellaneous, Turn-Based, Card Battle",42,2310
TowerFall Ascension,PC,2014/03/11,87,6.9,Matt Thorson,"Action, General, Platformer, 2D",16,163
TowerFall Ascension,PlayStation 4,2014/03/11,87,7.1,Matt Thorson,"Action, General, Platformer, 2D",31,462
Titanfall,Xbox One,2014/03/11,86,6.7,Respawn Entertainment,"Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade",68,2542
Titanfall,PC,2014/03/11,86,6.3,Respawn Entertainment,"Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade",29,1784
Atelier Escha & Logy: Alchemists of the Dusk Sky,PlayStation 3,2014/03/11,79,7.9,Gust,"General, Role-Playing, General, Japanese-Style",27,98
1954: Alcatraz,PC,2014/03/11,58,6.3,Daedalic Entertainment,"General, Puzzle, Miscellaneous, Adventure, Puzzle, Point-and-Click, General",24,42
Windforge,PC,2014/03/11,53,7,Snowed In Studios,"Action, Action Adventure, Adventure, General, Platformer, Sandbox, 2D",7,18
Putty Squad,PlayStation 4,2014/03/11,38,3,System 3,"Action, Platformer, Platformer, 2D, 2D",8,53
Year Walk,PC,2014/03/06,87,7.1,Simogo,"Miscellaneous, Adventure, General, 3D, First-Person, Modern",8,151
Infested Planet,PC,2014/03/06,75,7.7,Rocket Bear Games,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",13,48
Lifeless Planet,PC,2014/03/06,59,6.4,Stage 2 Studios,"Sci-Fi, Sci-Fi, Action Adventure, General",22,171
Blok Drop U,Wii U,2014/03/06,53,5.7,RCMADIAX,"Miscellaneous, Puzzle, Action, Logic",7,24
The Walking Dead: Season Two Episode 2 - A House Divided,Xbox 360,2014/03/05,80,7.9,Telltale Games,"General, Action, Adventure, General, Point-and-Click",14,65
10 Second Ninja,PC,2014/03/05,72,7.1,GameDesignDan,"Action, Platformer, 2D",13,17
South Park: The Stick of Truth,PC,2014/03/04,85,8.6,Obsidian Entertainment,"Role-Playing, General, General",48,2271
South Park: The Stick of Truth,PlayStation 3,2014/03/04,85,8.4,Obsidian Entertainment,"General, Role-Playing, General",31,672
South Park: The Stick of Truth,Xbox 360,2014/03/04,82,8.4,Obsidian Entertainment,"General, Role-Playing, General",33,415
The Walking Dead: Season Two Episode 2 - A House Divided,PlayStation 3,2014/03/04,82,7.9,Telltale Games,"General, Action, Adventure, General, Point-and-Click",8,93
The Walking Dead: Season Two Episode 2 - A House Divided,PC,2014/03/04,81,8.3,Telltale Games,"General, Action, Adventure, General, Point-and-Click",40,385
Hatsune Miku: Project Diva f,PlayStation Vita,2014/03/04,81,8.1,Sega,"Action, Miscellaneous, Rhythm, Music, Music",10,95
Tower of Guns,PC,2014/03/04,76,7.2,Terrible Posture Games,"Action, Shooter, First-Person, Sci-Fi, Arcade",16,44
Dead Nation: Apocalypse Edition,PlayStation 4,2014/03/04,74,7.1,"Climax Studios, Sony Interactive Entertainment","Action, Shooter, Third-Person, Shoot-'Em-Up, Modern, Top-Down",29,408
Awesomenauts Assemble!,PlayStation 4,2014/03/04,74,7,NA,NA,NA,NA
Project Spark,Xbox One,2014/03/04,73,6.9,Microsoft Game Studios,"General, Action, Action Adventure, General, Sandbox",26,159
Master Reboot,PlayStation 3,2014/03/04,62,6,Wales Interactive,"Miscellaneous, Puzzle, General, Puzzle, General",10,13
Professor Layton and the Azran Legacy,3DS,2014/02/28,81,8.1,Level 5,"General, Logic, Puzzle, Miscellaneous, Puzzle, General",58,110
Shadowrun: Dragonfall,PC,2014/02/27,81,8.3,Harebrained Schemes LLC,"General, Role-Playing, Strategy, Turn-Based, General, Tactics",24,265
Resident Evil 4: Ultimate HD Edition,PC,2014/02/27,79,8.8,"Capcom, QLOC","Action Adventure, Horror, Survival",33,910
Tappingo,3DS,2014/02/27,64,6.4,Goodbye Galaxy Games,"Miscellaneous, Puzzle, General",12,5
Pac-Man Museum,Xbox 360,2014/02/26,64,5.2,Namco Bandai Games,"Action, Miscellaneous, General, Compilation, Compilation",8,5
Tales of Symphonia Chronicles,PlayStation 3,2014/02/25,77,8.2,Bandai Namco Games,"Compilation, Miscellaneous, Compilation",37,174
Plants vs Zombies: Garden Warfare,Xbox One,2014/02/25,76,7.5,PopCap,"General, Action, General, Shooter, Third-Person, Tactical",65,452
Thief,PC,2014/02/25,70,6,Nixxes Software,"Fantasy, Action Adventure, General, Fantasy",37,1647
Castlevania: Lords of Shadow 2,Xbox 360,2014/02/25,70,7.8,Mercury Steam,"Fantasy, Action Adventure, General, Fantasy",22,267
Thief,Xbox One,2014/02/25,69,6.3,Eidos Montreal,"Fantasy, Action Adventure, General, Fantasy",21,315
Thief,PlayStation 4,2014/02/25,67,6.3,Eidos Montreal,"Fantasy, Action Adventure, General, Fantasy",48,795
Pac-Man Museum,PlayStation 3,2014/02/25,66,6.1,Namco Bandai Games,"Action, Miscellaneous, General, Compilation, Compilation",7,11
Castlevania: Lords of Shadow 2,PlayStation 3,2014/02/25,63,7.7,NA,NA,NA,NA
Castlevania: Lords of Shadow 2,PC,2014/02/25,58,7.7,Mercury Steam,"Action Adventure, Fantasy, General, Fantasy",16,580
Magus,PlayStation 3,2014/02/25,32,4.5,"Aksys Games, Black Tower Studios","Action, Role-Playing, General, Action RPG",8,24
Basement Crawl,PlayStation 4,2014/02/25,27,2.9,Bloober Team,"Action, General, General, Arcade",16,67
Donkey Kong Country: Tropical Freeze,Wii U,2014/02/21,83,8.9,Retro Studios,"Platformer, 2D, Action, Platformer, 2D",77,899
Dead Rising 3: Chaos Rising,Xbox One,2014/02/21,50,3.4,Capcom Vancouver,"Action, Action Adventure, General, Open-World",7,27
Rambo: The Video Game,PC,2014/02/21,34,1.6,Teyon,"Action, General",22,328
Rambo: The Video Game,Xbox 360,2014/02/21,28,2.3,Teyon,"Action, General",12,147
Weapon Shop de Omasse,3DS,2014/02/20,63,7.5,Nex Entertainment,"Role-Playing, General",29,23
Strider,PC,2014/02/19,78,7.5,Double Helix Games,"Action Adventure, Fantasy, General, Fantasy",10,113
Strider,Xbox 360,2014/02/19,76,7.6,Double Helix Games,"Action Adventure, Fantasy, General, Fantasy",10,49
Strider,Xbox One,2014/02/19,76,7,Double Helix Games,"Fantasy, Action Adventure, General, Fantasy",26,98
Rayman Legends,PlayStation 4,2014/02/18,90,8.3,Ubisoft Montpellier,"Platformer, 2D, Action, Platformer, 2D",16,1043
Gunslugs,PlayStation Vita,2014/02/18,81,7.2,Abstraction Games,"Action, General, Platformer, 2D",8,27
Strider,PlayStation 4,2014/02/18,77,7.1,Double Helix Games,"Fantasy, Action Adventure, General, Fantasy",38,273
Banished,PC,2014/02/18,73,8.1,Shining Rock Software,"General, General, Strategy, City Building, Management, Modern, Government",32,728
Strider,PlayStation 3,2014/02/18,70,7.3,Double Helix Games,"Action Adventure, Fantasy, General, Fantasy",8,40
Earth Defense Force 2025,PlayStation 3,2014/02/18,69,7.4,Sandlot,"Shooter, Sci-Fi, Action, Shooter, Third-Person, Sci-Fi, Arcade",28,60
Earth Defense Force 2025,Xbox 360,2014/02/18,68,8.1,Sandlot,"Shooter, Sci-Fi, Action, Shooter, Third-Person, Sci-Fi, Arcade",25,69
NASCAR '14,PlayStation 3,2014/02/18,67,4.7,Eutechnyx,"GT / Street, Driving, Racing, Simulation, GT / Street, Stock Car, Automobile",7,23
AeternoBlade,3DS,2014/02/18,59,6.6,Corecell Technology,"Action, Platformer, Platformer, 3D, 2D, 3D",14,18
The Last of Us: Left Behind,PlayStation 3,2014/02/14,88,4.8,Naughty Dog,"Action Adventure, General, Modern",69,3035
Inazuma Eleven 3: Team Ogre Attacks!,3DS,2014/02/14,70,7.9,Level 5,"Sports, Traditional, Soccer, Arcade",18,24
Inazuma Eleven,3DS,2014/02/13,78,8.2,Level 5,"Sports, Traditional, Team, Soccer, Arcade",15,45
Steel Diver: Sub Wars,3DS,2014/02/13,70,7.6,Nintendo,"Simulation, Submarine, Marine, Combat",12,55
NaissanceE,PC,2014/02/13,66,7.3,Limasse Five,"Sci-Fi, Adventure, 3D, First-Person, Sci-Fi",12,56
World of Tanks: Xbox 360 Edition,Xbox 360,2014/02/12,77,6.6,Wargaming.net,"Shooter, Historic, Action, Simulation, Shooter, Vehicle, Third-Person, Combat, Tactical, Historic",35,258
TxK,PlayStation Vita,2014/02/11,84,7.4,Llamasoft,"Action, Shooter, Static, Shoot-'Em-Up, Top-Down",38,78
Danganronpa: Trigger Happy Havoc,PlayStation Vita,2014/02/11,80,8.7,Spike Chunsoft,"Action Adventure, Adventure, Horror, Survival, Visual Novel",55,327
Toukiden: The Age of Demons,PlayStation Vita,2014/02/11,71,8,Omega Force,"General, Action, General",44,137
Lightning Returns: Final Fantasy XIII,Xbox 360,2014/02/11,69,6.6,Square Enix,"General, Role-Playing, General, Japanese-Style",21,265
